世界之窗,5A,广东省深圳市南山区深南大道9037号,"113.979471,22.540136",全球微缩景点，精彩演绎、娱乐项目应有尽有,/ticket/detail_3116283086.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDE5MTAyNiUyNnR5cGUlM0QwJTI2aWR4JTNEMSUyNnF0JTNEcmVnaW9uJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZsciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNnN0JTNEcHU%3D#from=mpl_search_suggest
深圳欢乐谷,5A,广东省深圳市南山区华侨城侨城街1号,"113.987249,22.547732",狂欢无罪，够胆你就来,/ticket/detail_2703837406.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDEwNDYyJTI2dHlwZSUzRDAlMjZpZHglM0QyJTI2cXQlM0RyZWdpb24lMjZhcGslM0QyJTI2c2MlM0RXV1clMjZ1ciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNmxyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2c3QlM0RwdQ%3D%3D#from=mpl_search_suggest
深圳野生动物园,4A,广东省深圳市南山区西丽镇西丽路4065号,"113.979114,22.604906",放养式动物园让你和动物们“零距离”,/ticket/detail_3844890123.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDM1NTAzJTI2dHlwZSUzRDAlMjZpZHglM0QzJTI2cXQlM0RyZWdpb24lMjZhcGslM0QyJTI2c2MlM0RXV1clMjZ1ciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNmxyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2c3QlM0RwdQ%3D%3D#from=mpl_search_suggest
锦绣中华民俗村,5A,广东省深圳市南山区深南大道9003号华侨城锦绣中华苏州街,"113.993478,22.538498",深圳小人国——实景微缩景区候选世界纪录,/ticket/detail_245035852.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDEyNjM4JTI2dHlwZSUzRDAlMjZpZHglM0Q0JTI2cXQlM0RyZWdpb24lMjZhcGslM0QyJTI2c2MlM0RXV1clMjZ1ciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNmxyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2c3QlM0RwdQ%3D%3D#from=mpl_search_suggest
东部华侨城,4A,广东省深圳市盐田区艺海东路东部华侨城,"114.299739,22.623307",深圳唯美、动感的生态主题乐园,/ticket/detail_2519122776.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDU0MDglMjZ0eXBlJTNEMCUyNmlkeCUzRDUlMjZxdCUzRHJlZ2lvbiUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2bHIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZzdCUzRHB1#from=mpl_search_suggest
东部华侨城茵特拉根温泉,0,广东省深圳市盐田区大梅沙东部华侨城茶溪谷茵特拉根温泉,"114.281265,22.639096",独特的矿物质温泉是您养生、疗神之地,/ticket/detail_3815431689.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDM4NTYxJTI2dHlwZSUzRDAlMjZpZHglM0Q2JTI2cXQlM0RyZWdpb24lMjZhcGslM0QyJTI2c2MlM0RXV1clMjZ1ciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNmxyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2c3QlM0RwdQ%3D%3D#from=mpl_search_suggest
深圳光明农场农科大观园,0,广东省深圳市宝安区深圳宝安光明街道,"113.967124,22.766412",到处青山绿水，仿若世外桃园,/ticket/detail_2358123003.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDU1NjclMjZ0eXBlJTNEMCUyNmlkeCUzRDclMjZxdCUzRHJlZ2lvbiUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2bHIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZzdCUzRHB1#from=mpl_search_suggest
青青世界,4A,广东省深圳市南山区月亮湾青青街1号,"113.907231,22.505563",融入大自然、体会田园之乐,/ticket/detail_2984291252.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDQ4OTElMjZ0eXBlJTNEMCUyNmlkeCUzRDglMjZxdCUzRHJlZ2lvbiUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2bHIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZzdCUzRHB1#from=mpl_search_suggest
东部华侨城大侠谷,0,广东省深圳市盐田区大梅沙东部华侨城,"114.310242,22.615183",行走峡湾栈道，倾听大自然的天籁之音,/ticket/detail_2506907772.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDM4NTYwJTI2dHlwZSUzRDAlMjZpZHglM0Q5JTI2cXQlM0RyZWdpb24lMjZhcGslM0QyJTI2c2MlM0RXV1clMjZ1ciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNmxyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2c3QlM0RwdQ%3D%3D#from=mpl_search_suggest
金色海岸游艇,0,广东省深圳市盐田区金色海岸码头,"114.285196,22.590821",“海上观光游览巴士”带你赏山海景观,/ticket/detail_2513432011.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDM1NDAxJTI2dHlwZSUzRDAlMjZpZHglM0QxMCUyNnF0JTNEcmVnaW9uJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZsciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNnN0JTNEcHU%3D#from=mpl_search_suggest
地王大厦,3A,广东省深圳市罗湖区深南东路5002号信兴广场商业中心地王大厦69层,"114.117184,22.548871",南望香港，北瞰深圳,/ticket/detail_4141335101.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDExOTg0JTI2dHlwZSUzRDAlMjZpZHglM0QxMSUyNnF0JTNEcmVnaW9uJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZsciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNnN0JTNEcHU%3D#from=mpl_search_suggest
滨海栈道,0,广东省深圳市盐田区港西面滨海栈道,"114.238106,22.547561",世界罕见的“海滨玉带”，全长19.5公里,/ticket/detail_2398408031.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDQ2MjI0NCUyNnR5cGUlM0QwJTI2aWR4JTNEMTIlMjZxdCUzRHJlZ2lvbiUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2bHIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZzdCUzRHB1#from=mpl_search_suggest
深圳欢乐海岸深蓝秘境水秀,0,广东省深圳市南山区白石路东8号欢乐海岸水秀剧场,"113.997522,22.528722",风光秀美的心湖之畔，给你视觉的震撼,/ticket/detail_2921118359.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDM4NTY4JTI2dHlwZSUzRDAlMjZpZHglM0QxMyUyNnF0JTNEcmVnaW9uJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZsciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNnN0JTNEcHU%3D#from=mpl_search_suggest
深圳平安金融中心,0,深圳市福田区益田路5033号平安金融中心116层,"114.062185,22.538844",深圳的观光地标,/ticket/detail_4112841026.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDQ2NzQ4MSUyNnR5cGUlM0QwJTI2aWR4JTNEMTQlMjZxdCUzRHJlZ2lvbiUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2bHIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZzdCUzRHB1#from=mpl_search_suggest
东部华侨城茶溪谷,0,广东省深圳市盐田区大梅沙东部华侨城,"114.286853,22.638729",茶、禅、花、竹，绿的世界，花的世界,/ticket/detail_1031825771.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDM4NTU5JTI2dHlwZSUzRDAlMjZpZHglM0QxNSUyNnF0JTNEcmVnaW9uJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZsciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNnN0JTNEcHU%3D#from=mpl_search_suggest
海上田园,4A,广东省深圳市宝安区沙井镇,"113.780542,22.733255",炊烟升起，暮照大地，农家有绿意,/ticket/detail_3414638819.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDU2NzElMjZ0eXBlJTNEMCUyNmlkeCUzRDE2JTI2cXQlM0RyZWdpb24lMjZhcGslM0QyJTI2c2MlM0RXV1clMjZ1ciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNmxyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2c3QlM0RwdQ%3D%3D#from=mpl_search_suggest
欢乐海岸,0,广东省深圳市南山区白石路东8号欢乐海岸,"113.998709,22.532974",屌丝或是高富帅，都有你的栖息之地,/ticket/detail_605469998.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDM4MTM3JTI2dHlwZSUzRDAlMjZpZHglM0QxNyUyNnF0JTNEcmVnaW9uJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZsciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNnN0JTNEcHU%3D#from=mpl_search_suggest
甘坑客家小镇,0,广东深圳市龙岗区布吉街道甘坑客家小镇,"114.112063,22.661067",客家小镇和生态特色公园,/ticket/detail_2142378579.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDQ1NzY2MiUyNnR5cGUlM0QwJTI2aWR4JTNEMTglMjZxdCUzRHJlZ2lvbiUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2bHIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZzdCUzRHB1#from=mpl_search_suggest
华侨城,5A,广东省深圳市南山区深南大道9012,"113.990656,22.540551",世界几千年人类文明精华为您一次呈现,/ticket/detail_166404101.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDgzNzMlMjZ0eXBlJTNEMCUyNmlkeCUzRDE5JTI2cXQlM0RyZWdpb24lMjZhcGslM0QyJTI2c2MlM0RXV1clMjZ1ciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNmxyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2c3QlM0RwdQ%3D%3D#from=mpl_search_suggest
世界之窗阿尔卑斯冰雪世界,0,广东省深圳市南山区世界之窗景区,"113.979411,22.539433",体会滑雪快感，嬉雪、观雪的绝佳去处,/ticket/detail_2090902382.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDY5MzUlMjZ0eXBlJTNEMCUyNmlkeCUzRDIwJTI2cXQlM0RyZWdpb24lMjZhcGslM0QyJTI2c2MlM0RXV1clMjZ1ciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNmxyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2c3QlM0RwdQ%3D%3D#from=mpl_search_suggest
海洋奇梦馆,0,广东省深圳市南山区欢乐海岸内,"113.999433,22.528509",海洋奇梦馆，带你寻找童年的海洋梦,/ticket/detail_2317399209.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDE5MTEyMyUyNnR5cGUlM0QwJTI2aWR4JTNEMjElMjZxdCUzRHJlZ2lvbiUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2bHIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZzdCUzRHB1#from=mpl_search_suggest
贝尔自然探索中心,0,广东省深圳市南山区海上世界D区,"113.923277,22.489773",贝尔自然探索中心是一家集游乐、观赏、科研、教育社交等多功能于一体。以自然为主题，陈列展览海洋鱼类、藻类、两栖类动植物、陆,/ticket/detail_2011164817.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDQ3NjQ2MCUyNnR5cGUlM0QwJTI2aWR4JTNEMjIlMjZxdCUzRHJlZ2lvbiUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2bHIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZzdCUzRHB1#from=mpl_search_suggest
东冲,0,深圳市龙岗区南澳镇东冲,"114.579445,22.501025",休闲度假的好地方,/ticket/detail_369108504.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDQ2MjIxNSUyNnR5cGUlM0QwJTI2aWR4JTNEMjMlMjZxdCUzRHJlZ2lvbiUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2bHIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZzdCUzRHB1#from=mpl_search_suggest
大鹏玫瑰小镇,0,广东省深圳市大鹏新区布新路10号玫瑰小镇,"114.488135,22.593185",集婚纱摄影、婚礼庆典为一体的婚庆综合体,/ticket/detail_3664716879.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDQ3MDY1OCUyNnR5cGUlM0QwJTI2aWR4JTNEMjQlMjZxdCUzRHJlZ2lvbiUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2bHIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZzdCUzRHB1#from=mpl_search_suggest
大梅沙,0,广东省深圳市盐田区大梅沙盐梅路52号,"114.313766,22.598452",海水清澈，沙滩广阔，娱乐项目丰富多彩,/ticket/detail_372255188.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDQ5MDclMjZ0eXBlJTNEMCUyNmlkeCUzRDI1JTI2cXQlM0RyZWdpb24lMjZhcGslM0QyJTI2c2MlM0RXV1clMjZ1ciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNmxyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2c3QlM0RwdQ%3D%3D#from=mpl_search_suggest
中英街,0,广东省深圳市盐田区大鹏湾畔沙头角镇内,"114.238145,22.551268",悠久的历史渊源和一街两制的景观,/ticket/detail_2795666344.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDg5NDclMjZ0eXBlJTNEMCUyNmlkeCUzRDI2JTI2cXQlM0RyZWdpb24lMjZhcGslM0QyJTI2c2MlM0RXV1clMjZ1ciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNmxyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2c3QlM0RwdQ%3D%3D#from=mpl_search_suggest
观澜山水田园旅游文化园,4A,广东省深圳市龙华区观澜镇君子布村环观南路,"114.113817,22.720385",依山傍水，世外桃源，富有真趣,/ticket/detail_1036966277.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDE1MTUyJTI2dHlwZSUzRDAlMjZpZHglM0QyNyUyNnF0JTNEcmVnaW9uJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZsciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNnN0JTNEcHU%3D#from=mpl_search_suggest
杨梅坑,0,广东省深圳市龙岗区大鹏镇大坑村麻角山大亚湾畔,"114.19575,22.874372",杨梅坑位于大亚湾，在南澳镇的西北面位于七娘山脉与老虎坐山之前，有一片长满了杨梅的山丘，山丘下面的村庄就叫做“杨梅坑村”。,/ticket/detail_2566492599.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDE4ODgxNyUyNnR5cGUlM0QwJTI2aWR4JTNEMjglMjZxdCUzRHJlZ2lvbiUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU1JUI5JUJGJUU1JUI3JTlFJTI2bHIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZzdCUzRHB1#from=mpl_search_suggest
小梅沙,0,广东省深圳市盐田区小梅沙,"114.333001,22.607222",东方夏威夷，深圳黄金海岸上的明珠,/ticket/detail_1512583400.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDEzNjEyJTI2dHlwZSUzRDAlMjZpZHglM0QyOSUyNnF0JTNEcmVnaW9uJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZsciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNnN0JTNEcHU%3D#from=mpl_search_suggest
西冲,0,广东省深圳市龙岗区,"114.537627,22.485521",远离都市喧嚣，投入蔚蓝大海的怀抱,/ticket/detail_3705516981.html?st=a3clM0QlRTUlQjklQkYlRTQlQjglOUMlMjZpZCUzRDMyNjAyJTI2dHlwZSUzRDAlMjZpZHglM0QzMCUyNnF0JTNEcmVnaW9uJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTUlQjklQkYlRTUlQjclOUUlMjZsciUzRCVFNSVCOSVCRiVFNSVCNyU5RSUyNnN0JTNEcHU%3D#from=mpl_search_suggest
